Offer Type,Property Type,Title,Address,Price,Listing Link,Province,Municipality,Barangay,Coordinates
Buy,Condominium,1 Bedroom Unit for Sale in Pico de Loro Nasugbu Batangas (Mountain View),"Papaya, Nasugbu",Contact agent for price,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-pico-de-loro-nasugbu-ba-167902315043.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"1 Bedroom Unit for Sale in Ardea Bldg at Pico Terraces, Nasugbu Batangas","Papaya, Nasugbu","₱ 13,356,990",https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-ardea-bldg-at-pico-terr-168507411735.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"L-R-2-73: Acquired Property Condominium for Sale in Unit 302-A, 3/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas","Papaya, Nasugbu","₱ 5,631,250",https://www.lamudi.com.ph/l-r-2-73-acquired-property-condominium-for-sale-in-16795461505.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"3 Bedroom Unit for Sale in Ardea Bldg at Pico Terraces, Nasugbu Batangas","Papaya, Nasugbu","₱ 28,000,000",https://www.lamudi.com.ph/3-bedroom-unit-for-sale-in-ardea-bldg-at-pico-terr-168508293321.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"2 Bedroom Unit for Sale in Ardea Bldg at Pico Terraces, Nasugbu Batangas","Papaya, Nasugbu","₱ 18,479,835",https://www.lamudi.com.ph/2-bedroom-unit-for-sale-in-ardea-bldg-at-pico-terr-168508292829.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,1 Bedroom & 1 Bath Condominium Unit for Sale @ Seafront Residences,"Calubcub II, San Juan","₱ 8,100,000",https://www.lamudi.com.ph/1bedroom1bath-seafront-166374517529.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"L-R-2-74: Acquired Property Condominium for Sale in Unit 706-B, 7/F, Building B, Myrna Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas","Papaya, Nasugbu","₱ 5,631,250",https://www.lamudi.com.ph/l-r-2-74-acquired-property-condominium-for-sale-in-167954615388.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"For Sale Canyon Villa (Premiere Unit)  in Laurel Valley, San Gregorio, Laurel","San Gregorio, Laurel","₱ 3,916,000",https://www.lamudi.com.ph/for-sale-canyon-villa-premiere-unit-in-laurel-vall-167020929728.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"Fully Furnished Studio unit For Sale in Pico De Loro, Nasugbu, Batangas ","Papaya, Nasugbu","₱ 5,500,000",https://www.lamudi.com.ph/fully-furnished-studio-unit-for-sale-in-pico-de-lo-167862021823.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,PICO DE LORO For Sale 1 bedroom 50 sqm semi furnished ,"Papaya, Nasugbu","₱ 6,000,000",https://www.lamudi.com.ph/1-bedroom-condo-50sqm-unit-for-sale-in-pico-de-loro-nasugbu-batangas.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"BEACHFRONT CONDOMINIUM facing the glorious waters of Laiya, San Juan, Batangas. ","Laiya-Ibabao, San Juan","₱ 10,980,000",https://www.lamudi.com.ph/beachfront-condominium-facing-the-glorious-waters-16755350349.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"For Sale: 2 Bedroom Beach Condo with Garden at Seafront Residences, Batangas","Calubcub II, San Juan","₱ 7,800,000",https://www.lamudi.com.ph/for-sale-2-bedroom-beach-condo-with-garden-at-seaf-167351151691.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,Freia Condominium At Pico De Loro Batangas for Sale,"Papaya, Nasugbu","₱ 18,700,000",https://www.lamudi.com.ph/freia-condominium-at-pico-de-loro-batangas-for-sal-167841823184.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"Seafront Residences: For sale House and Lot with 3 bedroom, San Juan Batangas","Calubcub II, San Juan","₱ 18,000,000",https://www.lamudi.com.ph/seafront-residences-for-sale-house-and-lot-with-3-168014392794.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"For sale Condo villas at Seafront Residences with 1 BR, 1t&b  and carport","Calubcub II, San Juan","₱ 7,316,375",https://www.lamudi.com.ph/for-sale-condo-villas-at-seafront-residences-with-167056587293.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"Fully Furnished Studio Unit For Sale at Pico De Loro Condominium, Nasugbu","Papaya, Nasugbu","₱ 5,000,000",https://www.lamudi.com.ph/fully-furnished-studio-unit-for-sale-at-pico-de-lo-167846537098.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,For Sale Furnished Condo inside world class golf resort & country club in Lipa,"Dagatan, Lipa","₱ 6,400,000",https://www.lamudi.com.ph/for-sale-furnished-condo-inside-world-class-golf-resort-country-club-in-lipa.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"For Sale Gorges Villa(Premiere Unit)  in Laurel Valley, San Gregorio, Laurel","San Gregorio, Laurel","₱ 3,723,300",https://www.lamudi.com.ph/for-sale-gorges-villa-premiere-unit-in-laurel-vall-167021151958.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,2 Bedroom Condo ( The Premium Inland Resort Condominium in Lipa City Batangas),"Tibig, Lipa","₱ 7,000,000",https://www.lamudi.com.ph/2-bedroom-condo-the-premium-inland-resort-condomin-168014524848.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,1 Bedroom Condominium for sale in Lipa Batangas,"Poblacion Barangay 9-A, Lipa","₱ 6,121,000",https://www.lamudi.com.ph/1-bedroom-condominium-for-sale-in-lipa-batangas-167326433438.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"For Sale: 1 Bedroom Beach Condo with Balcony  at Seafront Residences, Batangas","Calubcub II, San Juan","₱ 6,800,000",https://www.lamudi.com.ph/for-sale-1-bedroom-beach-condo-with-balcony-at-sea-167351102664.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"1 Bedroom Unit in Seafront Residences for sale in Calubcub, San Juan Batangas","Calubcub II, San Juan","₱ 7,316,375",https://www.lamudi.com.ph/1-bedroom-unit-in-seafront-residences-for-sale-in-166865300065.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,A Condo Villas at Seafront Residences With 1 Bedroom and 1T&B  with Carport,"Calubcub II, San Juan","₱ 8,100,000",https://www.lamudi.com.ph/a-condo-villas-at-seafront-residences-with-1-bedro-168122042895.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,beautiful seaview studio condotel for sale,"Laiya-Aplaya, San Juan",Contact agent for price,https://www.lamudi.com.ph/beautiful-seaview-studio-condotel-for-sale-16765379253.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"For Sale 2 Bedroom Unit for Sale in Pico de Loro Hamilo Coast, Nasugbu","Papaya, Nasugbu","₱ 27,650,691",https://www.lamudi.com.ph/for-sale-2-bedroom-unit-for-sale-in-pico-de-loro-h-168508798542.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"For sale 1 Bedroom Condominium Unit near Laiya, San Juan, Batangas","Calubcub I, San Juan","₱ 1,750,000",https://www.lamudi.com.ph/for-sale-1-bedroom-condominium-unit-near-laiya-san-juan-batangas.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"1 Bedroom Condo Unit, Pico De Loro Cove","Papaya, Nasugbu","₱ 6,000,000",https://www.lamudi.com.ph/1-bedroom-condo-unit-pico-de-loro-cove-168232069526.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,"Fully Furnished Condo For Sale in Malarayat Golf and Country Club, Lipa City","Dagatan, Lipa","₱ 8,500,000",https://www.lamudi.com.ph/fully-furnished-condo-for-sale-in-malarayat-golf-and-country-club-lipa-city.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,luxurious beachfront & seaview condo,"Laiya-Aplaya, San Juan",Contact agent for price,https://www.lamudi.com.ph/luxurious-beachfront-seaview-condo-167653867880.html,Batangas,Nasugbu Batangas,"Unit 205-A, 2/F, Building A, Miranda Cluster, Pico de Loro Condominium, Brgy. Papaya,Nasugbu, Batangas",POINT (120.6132531 14.1781977)
Buy,Condominium,Beachfront Studio Condo Unit For Sale at Club Laiya in Batangas at The Spinnaker,"Laiya-Aplaya, San Juan",Contact agent for price,https://www.lamudi.com.ph/beachfront-studio-condo-unit-for-sale-at-playa-lai-167550205298.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"Beachfront 2BR Condominium for sale in Club Laiya, San Juan, Batangas","Laiya-Aplaya, San Juan","₱ 24,796,800",https://www.lamudi.com.ph/beachfront-2br-condominium-for-sale-in-club-laiya-167878051737.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,2Bedroom Beach Front Condo Unit in Nasugbu Batangas at Nasacosta,"Natipuan, Nasugbu","₱ 8,723,199",https://www.lamudi.com.ph/2bedroom-beach-front-condo-unit-in-nasugbu-batangas-at-nasacosta.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,For Sale: Seafront Residences 2 Bedroom Beach Condo w/ Garden- San Juan Batangas,"Calubcub II, San Juan","₱ 9,932,329",https://www.lamudi.com.ph/for-sale-seafront-residences-2-bedroom-beach-condo-w-garden-san-juan-batangas.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,For sale: Condo villas at Seafront Residences w/ 1 bedroom and 1t&b  with carport,"Calubcub II, San Juan","₱ 7,316,375",https://www.lamudi.com.ph/for-sale-condo-villas-at-seafront-residences-w-1-b-166865299034.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"For Sale 1 Bedroom Condo Villas in Seafront Residences in San Juan, Batangas","Calubcub II, San Juan","₱ 7,316,375",https://www.lamudi.com.ph/for-sale-1-bedroom-condo-villas-in-seafront-reside-166865299987.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"Studio Luxury Unit at Spinnaker Beach front Condo at Laiya, san Juan ","Laiya-Aplaya, San Juan","₱ 11,675,400",https://www.lamudi.com.ph/studio-luxury-unit-at-spinnaker-beach-front-condo-168498680330.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"Pico de Loro 2 Bedroom Condominium unit for Sale at Nasugbu, Batangas","Papaya, Nasugbu","₱ 10,000,000",https://www.lamudi.com.ph/pico-de-loro-2-bedroom-condominium-unit-for-sale-a-168511503030.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,For sale 3 Bedroom unit at Spinnaker beach front Condominium at Club Laiya,"Laiya-Aplaya, San Juan","₱ 42,894,720",https://www.lamudi.com.ph/for-sale-3-bedroom-unit-at-spinnaker-beach-front-c-168503883430.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium, 2 bedroom Luxury Beach front Condo at Club Laiya - The Spinnaker ,"Laiya-Aplaya, San Juan","₱ 33,087,120",https://www.lamudi.com.ph/2-bedroom-luxury-beach-front-condo-at-club-laiya-t-168498209094.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"Beach Front 1 Bedroom Condominium for sale in San Juan, Batangas","Laiya-Aplaya, San Juan","₱ 10,797,000",https://www.lamudi.com.ph/beach-front-condominium-in-san-juan-batangas-167550240851.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"The Spinnaker, Studio Condominium Unit for Sale at San Juan City, Batangas","Laiya-Aplaya, San Juan",Contact agent for price,https://www.lamudi.com.ph/the-spinnaker-studio-condominium-unit-for-sale-at-16844739803.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"The Spinnaker, 2 Bedroom Condominium Unit for Sale at San Juan City, Batangas","Laiya-Aplaya, San Juan",Contact agent for price,https://www.lamudi.com.ph/the-spinnaker-2-bedroom-condominium-unit-for-sale-16844739900.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"The Spinnaker, A Beachfront Condominium At San Juan, Batangas","Laiya-Aplaya, San Juan","₱ 11,997,480",https://www.lamudi.com.ph/the-spinnaker-a-beachfront-condominium-at-san-juan-16844688878.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"The Spinnaker, 1 Bedroom Condominium Unit for Sale at San Juan City, Batangas","Laiya-Aplaya, San Juan",Contact agent for price,https://www.lamudi.com.ph/the-spinnaker-1-bedroom-condominium-unit-for-sale-168447398582.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,One Pontefino 1 bedroom for sale,"Gulod Labak, Batangas City","₱ 5,562,000",https://www.lamudi.com.ph/one-pontefino-166055612299.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"Fully-Furnished Huge Studio Unit for Sale in Pico de Loro, Nasugbu","Papaya, Nasugbu","₱ 8,000,000",https://www.lamudi.com.ph/fully-furnished-huge-studio-unit-for-sale-in-pico-de-loro-nasugbu.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"Mid Rise Condo in South, 2BR Condominium for sale in Santo Tomas, Batangas","San Antonio, Santo Tomas","₱ 2,800,000",https://www.lamudi.com.ph/mid-rise-condo-in-south-2br-condominium-for-sale-in-santo-tomas-batangas.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,TWIN LAKES 1 Bedroom Unit at Vineyard Residences,"Dayap Itaas, Laurel","₱ 11,020,000",https://www.lamudi.com.ph/twin-lakes-1-bedroom-unit-at-vineyard-residences-168327289767.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,1 Bedroom Beach Front Condominium Unit in Nasugbu Batangas at South Coast,"Natipuan, Nasugbu","₱ 8,368,695",https://www.lamudi.com.ph/1bedroom-beach-front-condominium-unit-in-nasugbu-batangas-at-south-coast.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,3 bedroom Penthouse with Majestic View of the Lagoon & Partial Seaview - BARE,"Papaya, Nasugbu","₱ 15,000,000",https://www.lamudi.com.ph/3-bedroom-penthouse-with-majestic-view-of-the-lagoon-partial-seaview-bare.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"3BR Condo Unit in Pico De Loro, Batangas","Papaya, Nasugbu","₱ 18,000,000",https://www.lamudi.com.ph/3br-condo-unit-in-pico-de-loro-batangas-16824114525.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,1 bedroom unit for sale at Pico de Loro Hamilo coast Nasugbu ,"Papaya, Nasugbu","₱ 6,880,000",https://www.lamudi.com.ph/1-bedroom-unit-for-sale-at-pico-de-loro-hamilo-coast-nasugbu.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,Ready to Move-in 2 Bedroom Condominium Unit in Tagaytay at Splendido Taal,"Niyugan, Laurel","₱ 9,599,860",https://www.lamudi.com.ph/ready-to-move-in-2bedroom-condominium-unit-in-tagaytay-at-splendido-taal.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,3.5M Ready to Move-in Studio Condo Unit for sale in Tagaytay ,"Niyugan, Laurel","₱ 3,520,400",https://www.lamudi.com.ph/3-5m-ready-to-move-in-studio-condo-unit-for-sale-i-16837220954.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"Studio Unit For Sale in Splendido Tower 1 , Laurel, Batangas","Niyugan, Laurel","₱ 4,950,000",https://www.lamudi.com.ph/studio-unit-for-sale-in-splendido-tower-1-tagaytay-166251862977.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,2 Bedroom Corner Unit wrap around balcony at Pico de Loro Cove Nasugbu Batangas,"Papaya, Nasugbu","₱ 13,500,000",https://www.lamudi.com.ph/2-bedroom-corner-unit-wrap-around-balcony-at-pico-de-loro-cove-nasugbu-batangas.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,For Sale: Beach Front Condo unit in  Nasugbu Batangas,"Natipuan, Nasugbu","₱ 4,600,000",https://www.lamudi.com.ph/for-sale-beach-front-condo-unit-in-nasugbu-batanga-16806739489.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"Beach Front Condominium Unit in Natipuan, Nasugbu, Batangas for Sale","Natipuan, Nasugbu","₱ 4,671,929",https://www.lamudi.com.ph/beach-front-condominium-unit-in-nasugbu-batangas-166125655996.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,"Pico De Loro 55sqm One Bedroom unit For Sale in Papaya, Nasugbu","Papaya, Nasugbu","₱ 7,500,000",https://www.lamudi.com.ph/pico-de-loro-55sqm-one-bedroom-unit-for-sale-in-papaya-nasugbu.html,Batangas,San Juan Batangas,"Block 1 Lot 7, Club Laiya, Barangay Laiya Aplaya, San Juan, Batangas, Philippines",POINT (121.379905 13.691466)
Buy,Condominium,2 bedroom Garden Loft Condo FOR SALE @ Pico de Loro - Fully Furnished Unit,"Papaya, Nasugbu","₱ 15,000,000",https://www.lamudi.com.ph/2-bedroom-garden-loft-condo-for-sale-pico-de-loro-fully-furnished-unit.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
Buy,Condominium,"For sale 2 Bedroom Condominium along White Sand Beach Laiya, San Juan, Batangas","Laiya-Aplaya, San Juan","₱ 40,000,000",https://www.lamudi.com.ph/for-sale-2-bedroom-condominium-along-white-sand-be-168353638083.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
Buy,Condominium,Condominium in Laiya San Juan Batangas,"Laiya-Aplaya, San Juan","₱ 36,000,000",https://www.lamudi.com.ph/condominium-in-laiya-san-juan-batangas-16836077936.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
Buy,Condominium,"For sale Beachfront Condominium White Sand and Luxurious, San Juan, Batangas","Laiya-Aplaya, San Juan","₱ 43,000,000",https://www.lamudi.com.ph/for-sale-beachfront-condominium-white-sand-and-lux-168386977167.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
Buy,Condominium,Twin Lakes Tagaytay (Chardonnay) Condominium Unit for Sale,"Dayap Itaas, Laurel","₱ 19,380,000",https://www.lamudi.com.ph/twin-lakes-tagaytay-chardonnay-condominium-unit-fo-167878276267.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
Buy,Condominium,3 bedroom Upgraded Penthouse Lagoon & Mountain View Unit - RUSH SALE!,"Papaya, Nasugbu","₱ 18,500,000",https://www.lamudi.com.ph/3-bedroom-upgraded-penthouse-lagoon-mountain-view-unit-rush-sale.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
Buy,Condominium,Tagaytay Highlands Horizon Condominium For Sale,"Tranca, Talisay","₱ 18,000,000",https://www.lamudi.com.ph/tagaytay-highlands-horizon-condominium-for-sale-168222685865.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
Buy,Condominium,Batangas white beach condo,"Laiya-Aplaya, San Juan","₱ 29,585,000",https://www.lamudi.com.ph/batangas-white-beach-condo-16833597240.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
Buy,Condominium,"Condotel in Tagaytay For Sale, Splendido Taal Towers Tagaytay, Laurel","Dayap Itaas, Laurel","₱ 4,154,880",https://www.lamudi.com.ph/condotel-in-tagaytay-for-sale-splendido-taal-towers-tagaytay.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
Buy,Condominium,"Vibrant 1BR Condo Unit in Pico de Loro For Sale in Nasugbu, Batangas","Papaya, Nasugbu","₱ 5,900,000",https://www.lamudi.com.ph/vibrant-1br-condo-unit-in-pico-de-loro-for-sale-in-nasugbu-batangas.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
Buy,Condominium,Luxury Beach front Condominium at Playa Laiya ,"Laiya-Aplaya, San Juan","₱ 11,832,000",https://www.lamudi.com.ph/luxury-beach-front-condominium-at-playa-laiya-167542878498.html,Batangas,Nasugbu Batangas,"Pico de Loro Cove, Hamilo Coast",POINT (120.6132531 14.1781977)
