Offer Type,Property Type,Title,Address,Price,Listing Link,Province,Municipality,Barangay,Coordinates
Buy,Condominium,"Studio for Sale at Camella Manors Soleia, Butuan, Agusan del Norte","Villa Kananga, Butuan",Contact agent for price,https://www.lamudi.com.ph/studio-for-sale-at-camella-manors-soleia-butuan-ag-16588286305.html,Agusan del Norte,Butuan Agusan del Norte,"Montalban Street Villa Kananga, Butuan City ",POINT (125.5384633 8.9290268)
Buy,Condominium,Camella Manors Soleia - Building  1-Bedroom Condo for Assume in Butuan City,"Villa Kananga, Butuan",Contact agent for price,https://www.lamudi.com.ph/1-bedroom-condo-for-assume-in-butuan-city-167107572480.html,Agusan del Norte,Butuan Agusan del Norte,"Montalban Street Villa Kananga, Butuan City ",POINT (125.5384633 8.9290268)
Buy,Condominium,1st - 4th Floor 2 Bedroom Corner Unit Amenity View for Sale in Butuan City,"Villa Kananga, Butuan","₱ 6,751,000",https://www.lamudi.com.ph/1st-4th-floor-2-bedroom-corner-unit-amenity-view-f-166608506380.html,Agusan del Norte,Butuan Agusan del Norte,"Montalban Street Villa Kananga, Butuan City ",POINT (125.5384633 8.9290268)
Buy,Condominium,Beach Front Condo Property in Boracay Philippines,"Yapak, Malay","₱ 20,000,000",https://www.lamudi.com.ph/beach-front-condo-property-in-boracay-philippines-168379929974.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"Pre-selling Studio Deluxe Unit for Sale at Costa Vista Boracay, Malay","Yapak, Malay",Contact agent for price,https://www.lamudi.com.ph/pre-selling-studio-deluxe-unit-for-sale-at-costa-v-167349386310.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"Boracay condo station zero condo unit for sale in Malay, Aklan","Yapak, Malay","₱ 12,456,768",https://www.lamudi.com.ph/boracay-condo-station-zero-condo-units-for-sale-166512313593.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"Pre-selling 1 Bedroom Unit For Sale at Costa Vista Boracay, Malay, Aklan","Yapak, Malay",Contact agent for price,https://www.lamudi.com.ph/own-a-piece-of-paradise-in-boracay-and-earn-as-muc-167270654959.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"82AKN182-Foreclosed Commercial condominium unit in Boracay Island, Malay, Aklan","Yapak, Malay","₱ 12,782,000",https://www.lamudi.com.ph/82akn182-foreclosed-commercial-condominium-unit-in-167936169224.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"53AKN218-Foreclosed Residential Condominium Unit in Boracay Island, Malay, Aklan","Yapak, Malay","₱ 6,949,000",https://www.lamudi.com.ph/53akn218-foreclosed-residential-condominium-unit-i-167936169558.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,Savoy Hotel Boracay Condotel for Sale,"Yapak, Malay","₱ 15,000,000",https://www.lamudi.com.ph/savoy-hotel-boracay-condotel-for-sale-168385965942.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,Boracay Newcoast- Megaworld (OCEAN GARDEN VILLAS),"Yapak, Malay","₱ 9,300,000",https://www.lamudi.com.ph/boracay-newcoast-megaworld-ocean-garden-villas-168364351254.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,Ocean Garden Villa- Boracay Newcoast Megaworld,"Yapak, Malay","₱ 9,000,000",https://www.lamudi.com.ph/ocean-garden-villa-boracay-newcoast-megaworld-168327121594.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,Boracay Newcoast - Megaworld Condominium Unit for Sale,"Yapak, Malay","₱ 9,000,000",https://www.lamudi.com.ph/boracay-newcoast-megaworld-condominium-unit-for-sa-168325403962.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,Savoy Hotel Boracay Unit for Sale,"Yapak, Malay","₱ 16,000,000",https://www.lamudi.com.ph/savoy-hotel-boracay-unit-for-sale-168377430846.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,Savoy Hotel Boracay,"Yapak, Malay","₱ 15,000,000",https://www.lamudi.com.ph/savoy-hotel-boracay-168327168499.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,Costa Vista Boracay for Sale,"Yapak, Malay","₱ 12,000,000",https://www.lamudi.com.ph/costa-vista-boracay-for-sale-167867539759.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"For Sale 1 Bedroom Loft condo with Balcony at Alta Vista De Boracay DMCI, Malay","Yapak, Malay","₱ 7,835,000",https://www.lamudi.com.ph/condo-for-sale-in-boracay-1-bedroom-loft-with-balc-167115878067.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,Boracay Condo For Sale Studio With Balcony In Alta Vista De Boracay Malay Aklan,"Yapak, Malay","₱ 5,579,000",https://www.lamudi.com.ph/boracay-condo-for-sale-studio-with-balcony-in-alta-16714220944.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,Fully Furnished Units at Savoy Hotel Boracay! Own One and Earn Passive Income!,"Yapak, Malay","₱ 8,075,000",https://www.lamudi.com.ph/fully-furnished-units-at-savoy-hotel-boracay-own-o-168167956331.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"46 sqm. Studio Unit for Sale in Alta Vista de Boracay, Brgy. Yapak, Malay, Aklan","Yapak, Malay","₱ 5,487,000",https://www.lamudi.com.ph/46-sqm-studio-unit-for-sale-in-alta-vista-de-borac-168319506218.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"For Sale Affordable Condominium Unit in Boracay!!! in Yapak, Malay","Yapak, Malay","₱ 5,000,000",https://www.lamudi.com.ph/for-sale-affordable-condominium-unit-in-boracay-in-168388027922.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"45 sqm. Studio Unit for Sale in Alta Vista de Boracay, Brgy. Yapak, Malay, Aklan","Yapak, Malay","₱ 5,487,000",https://www.lamudi.com.ph/45-sqm-studio-unit-for-sale-in-alta-vista-de-borac-168319440546.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"64.5 sqm. Loft Unit for Sale in Alta Vista de Boracay, Brgy. Yapak, Malay, Aklan","Yapak, Malay","₱ 7,835,000",https://www.lamudi.com.ph/64-5-sqm-loft-unit-for-sale-in-alta-vista-de-borac-168319508054.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"62 sqm. Loft Unit for Sale at Alta Vista de Boracay in Brgy. Yapak, Malay, Aklan","Yapak, Malay","₱ 7,835,000",https://www.lamudi.com.ph/62-sqm-loft-unit-for-sale-at-alta-vista-de-boracay-168319506697.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"63 sqm. Loft Unit for Sale at Alta Vista de Boracay in Brgy. Yapak, Malay, Aklan","Yapak, Malay","₱ 7,835,000",https://www.lamudi.com.ph/63-sqm-loft-unit-for-sale-at-alta-vista-de-boracay-168319507261.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"64 sqm. Loft Unit for Sale at Alta Vista de Boracay in Brgy. Yapak, Malay, Aklan","Yapak, Malay","₱ 7,835,000",https://www.lamudi.com.ph/64-sqm-loft-unit-for-sale-at-alta-vista-de-boracay-168319507673.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,Costa Vista Boracay condotel for sale,"Argao, Malay",Contact agent for price,https://www.lamudi.com.ph/costa-vista-boracay-166738634284.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"39 sqm Condo unit for Sale in Costa Vista Boracay , Aklan","Yapak, Malay","₱ 16,000,000",https://www.lamudi.com.ph/39-sqm-condo-unit-for-sale-in-costa-vista-boracay-168000689041.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"2 Bedroom Unit For Sale at Costa Vista Boracay, Yapak, Malay","Yapak, Malay",Contact agent for price,https://www.lamudi.com.ph/vista-residences-projects-166737706766.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"For sale Studio Condominium in Costa Vista Boracay, Malay, Aklan","Yapak, Malay","₱ 16,607,843",https://www.lamudi.com.ph/for-sale-studio-condominium-in-costa-vista-boracay-16805938945.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"Pre-selling Studio Unit For Sale in Costa Vista Boracay, Malay, Aklan","Yapak, Malay","₱ 14,600,000",https://www.lamudi.com.ph/boracay-condo-resort-pre-selling-16681167451.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,3BR Condo for Sale in Ocean Heights Residences Boracay Aklan RH19101 in Malay,"Manoc-Manoc, Malay","₱ 19,900,000",https://www.lamudi.com.ph/3br-condo-for-sale-in-ocean-heights-residences-boracay-aklan-rh19101-in-malay.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"Oceanway Residences Boracay 2br, 81sqm ocean view for only P12.88m!!","Poblacion, Malay","₱ 12,880,000",https://www.lamudi.com.ph/for-sale-ocean-vista-boracay-new-coast-2br-for-p12-166229498581.html,Aklan,Malay Aklan,"Ilig-Iligan Beach, Brgy. Yapak, Boracay, Boracay Island, Western Visayas, 5608",POINT (121.915286 11.987)
Buy,Condominium,"Costa Vista Boracay Condo newly launched for sale in Malay, Aklan","Yapak, Malay",Contact agent for price,https://www.lamudi.com.ph/costa-vista-boracay-condo-newly-launched-166907594429.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,"For Sale:1 BR Unit in Oceanway Residences Boracay, P8.5M","Yapak, Malay","₱ 8,500,000",https://www.lamudi.com.ph/for-sale-1-br-unit-in-oceanway-residences-boracay-167946013095.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,"1 Bedroom Condo Unit For Sale at Oceanway Residences at Boracay Newcoast, Malay","Yapak, Malay","₱ 8,600,000",https://www.lamudi.com.ph/1-bedroom-condo-unit-for-sale-at-oceanway-residenc-165890850456.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,"Rush! For Sale Kaaya Resort in Boracay, ","Yapak, Malay","₱ 11,700,000",https://www.lamudi.com.ph/rush-for-sale-kaaya-resort-in-boracay-167480699371.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Boracay Condo Preselling,"Yapak, Malay","₱ 12,000,000",https://www.lamudi.com.ph/boracay-condo-preselling-166593740797.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,1 Bedroom unit at Ocean Garden Villas in Boracay Newcoast ,"Yapak, Malay","₱ 9,380,000",https://www.lamudi.com.ph/1-bedroom-unit-at-ocean-garden-villas-in-boracay-newcoast.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Condotel unit for sale in Chancellor Hotel at Boracay Newcoast,"Yapak, Malay","₱ 9,015,000",https://www.lamudi.com.ph/condotel-unit-for-sale-in-chancellor-hotel-at-bora-165934308369.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,"For Sale 2 Bedroom Condo unit in Boracay with Spectacular Views, Malay","Yapak, Malay","₱ 12,500,000",https://www.lamudi.com.ph/2-bedroom-condo-unit-in-boracay-with-spectacular-v-166529335699.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Corner Deluxe Room For Sale in Savoy Hotel Boracay,"Yapak, Malay","₱ 10,000,000",https://www.lamudi.com.ph/corner-deluxe-room-for-sale-in-savoy-hotel-boracay-167303305842.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Own a TITLED condo unit in BORACAY!,"Yapak, Malay","₱ 10,291,000",https://www.lamudi.com.ph/own-a-titled-condo-unit-in-boracay-167720543734.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Condotel at Chancellor Boracay Newcoast for Sale,"Yapak, Malay","₱ 12,250,000",https://www.lamudi.com.ph/condotel-at-chancellor-boracay-newcoast-for-sale-165898677426.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,For Sale in BORACAY COSTA Malay Aklan,"Yapak, Malay","₱ 16,000,000",https://www.lamudi.com.ph/boracay-costa-167508857727.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Condotel at Boracay Newcoast for Sale,"Poblacion, Malay","₱ 7,967,000",https://www.lamudi.com.ph/condotel-at-boracay-newcoast-for-sale-165898646487.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,BORACAY COSTA 1 bedroom for sale,"Yapak, Malay","₱ 16,000,000",https://www.lamudi.com.ph/boracay-costa-167508830967.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,1  Bedroom Condominium unit for sale at Boracay Newcoast,"Poblacion, Malay","₱ 9,331,000",https://www.lamudi.com.ph/1-bedroom-condominium-unit-for-sale-at-boracay-new-165894327062.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,40 SQM 1 Bedroom Unit with Balcony Fully Furnished,"Yapak, Malay","₱ 8,000,000",https://www.lamudi.com.ph/40-sqm-1-bedroom-unit-with-balcony-fully-furnished.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Condotel in Boracay Newcoast 1 bedroom for sale (20% discount- rush sale!)),"Yapak, Malay","₱ 5,500,000",https://www.lamudi.com.ph/condotel-in-boracay-newcoast-165940728361.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,"1 Bedroom with Balcony at Savoy Hotel, Yapak, Malay, Aklan","Yapak, Malay","₱ 8,785,000",https://www.lamudi.com.ph/1-bedroom-with-balcony-at-savoy-hotel-yapak-malay-aklan-3.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,"Boracay Condominium for Sale in Alta Vista de Boracay, Malay, Aklan","Yapak, Malay","₱ 5,150,000",https://www.lamudi.com.ph/boracay-condominium-for-sale-in-alta-vista-de-boracay-malay-aklan.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,"Fully Furnished Condominium Unit at Alta Vista de Boracay, Malay","Yapak, Malay","₱ 5,000,000",https://www.lamudi.com.ph/fully-furnished-condominium-unit-at-alta-vista-de-167844076623.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Rush For sale very CHEAP. 2bedroom 81sqm Boracay newcoast ,"Yapak, Malay","₱ 12,000,000",https://www.lamudi.com.ph/rush-for-sale-very-cheap-2bedroom-81sqm-boracay-newcoast.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,1Bedroom Condo For Sale at Oceanway Residence Boracay facing Golf in Yapak Malay,"Yapak, Malay","₱ 8,000,000",https://www.lamudi.com.ph/1bedroom-condo-for-sale-at-oceanway-residence-boracay-facing-golf-in-yapak-malay.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Condotel unit for sale at Savoy Hotel Boracay ,"Yapak, Malay","₱ 6,800,000",https://www.lamudi.com.ph/condotel-unit-for-sale-at-savoy-hotel-boracay.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,"Alta Vista de Boracay - Studio with Balcony for Sale in Boracay Island, Aklan","Yapak, Malay","₱ 5,056,000",https://www.lamudi.com.ph/alta-vista-de-boracay-studio-with-balcony-for-sale-in-boracay-island-aklan.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Condominium Unit For Sale Boracay Oceanway Cluster,"Yapak, Malay","₱ 12,000,000",https://www.lamudi.com.ph/oceanway-condominium-unit-166607197569.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Boracay condotel in an indoor mall complex on Station 1 ,"Balabag, Malay","₱ 10,000,000",https://www.lamudi.com.ph/boracay-condotel-in-an-indoor-mall-complex-on-stat-167800000892.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,"Savoy Boracay Condotel by Megaworld, Passive Income even without a Tenant","Yapak, Malay","₱ 7,700,000",https://www.lamudi.com.ph/savoy-boracay-condotel-by-megaworld-passive-income-166792333576.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Alta Vista De Boracay 45 sqm Studio Unit for sale Nearby Shangri-La Malay Aklan,"Yapak, Malay","₱ 5,280,000",https://www.lamudi.com.ph/alta-vista-de-boracay-45-sqm-studio-unit-for-sale-nearby-shangri-la-malay-aklan.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,"RFO Condo hotel unit for sale in Savoy Hotel Newcoast, Malay, Aklan","Yapak, Malay","₱ 9,596,000",https://www.lamudi.com.ph/rfo-condo-hotel-unit-i-savoy-hotel-newcoast-167560448752.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,Oceanway Residences 1 Bedroom condo with beautiful Seaview for sale in Boracay,"Yapak, Malay","₱ 7,800,000",https://www.lamudi.com.ph/oceanway-residences-1-bedroom-condo-with-beautiful-seaview-for-sale-in-boracay.html,Aklan,Malay Aklan,,POINT (121.915286 11.987)
Buy,Condominium,For Sale Hotel Furnished At Boracay Newcoast,"Yapak, Malay","₱ 7,900,000",https://www.lamudi.com.ph/for-sale-hotel-furnished-at-boracay-newcoast.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"63 sqm. Loft Unit for Sale at Alta Vista de Boracay in Brgy. Yapak, Malay, Aklan","Yapak, Malay","₱ 7,835,000",https://www.lamudi.com.ph/63-sqm-loft-unit-for-sale-at-alta-vista-de-boracay-168319507261.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,Condotel UMA Residences - Tallest Building in Naga City,"Lerma, Naga","₱ 5,498,052",https://www.lamudi.com.ph/condotel-uma-residences-tallest-building-in-naga-c-167798029693.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Pre-selling 1 Bedroom Unit at Futura Monte - Triangulo, Naga City, Camarines Sur","Triangulo, Naga","₱ 3,285,261",https://www.lamudi.com.ph/futura-monte-naga-city-16628819839.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,Studio Condominium Unit near Yashano Mall Naga City,"Triangulo, Naga","₱ 4,055,388",https://www.lamudi.com.ph/studio-condominium-unit-near-yashano-mall-naga-cit-168525037886.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,1 Studio Condominium Unit Facing Amenities for Sale at Futura Monte Naga,"Triangulo, Naga",Contact agent for price,https://www.lamudi.com.ph/1-studio-unit-facing-amenities-166997563176.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Studio Unit For Sale at Hope Residences, Trece Martires, Cavite","Trece Martirez, Casiguran","₱ 2,700,000",https://www.lamudi.com.ph/affordable-condominium-smdc-in-trece-martires-166218795741.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,Beach Front Condo Property in Boracay Philippines,"Yapak, Malay","₱ 20,000,000",https://www.lamudi.com.ph/beach-front-condo-property-in-boracay-philippines-168379929974.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Pre-selling 1 Bedroom Unit at Augusta Residences at Georgia - Oton, Iloilo","Polo Maestra Bita, Oton",Contact agent for price,https://www.lamudi.com.ph/augusta-residences-at-georgia-iloilo-s-bgc-16711894699.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,Augusta Residences: Condominium Units for Sale: 2 Bedrooms,"Polo Maestra Bita, Oton","₱ 9,012,000",https://www.lamudi.com.ph/augusta-residences-condominium-units-for-sale-2-be-167757090355.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,Augusta Residences: Condominium Units for Sale: 9F-1BR Executive ,"Polo Maestra Bita, Oton","₱ 7,143,000",https://www.lamudi.com.ph/augusta-residences-condominium-units-for-sale-9f-1-167921853359.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Augusta Residences in Oton, Iloilo by Vista Estate 1-Bedroom Unit For Sale","Polo Maestra Bita, Oton","₱ 6,955,000",https://www.lamudi.com.ph/augusta-residences-in-oton-iloilo-by-vista-estate-168148088858.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Townhouse-Type 2 BR Condominium for Sale in Jaro, Iloilo City","Jaro, Iloilo","₱ 3,262,000",https://www.lamudi.com.ph/townhouse-type-condominium-in-jaro-iloilo-city-166146684632.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"SMDC Glade Residences Studio for sale Jaro, IloiloCity","Jaro, Iloilo",Contact agent for price,https://www.lamudi.com.ph/smdc-glade-residences-studio-for-sale-jaro-iloilocity.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Studio Unit For Sale at Glades Residences by SMDC in Jaro, Iloilo City","Jaro, Iloilo","₱ 3,235,470",https://www.lamudi.com.ph/studio-unit-for-sale-at-glades-residences-by-smdc-167819517827.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Sotogrande Studio Condominium unit for Sale in Iloilo, Iloilo!","Jaro, Iloilo","₱ 2,606,800",https://www.lamudi.com.ph/sotogrande-condo-for-sale-in-iloilo-166600915826.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Studio Condominium unit for sale at Bernwood Centrale, Jaro, Iloilo","Jaro, Iloilo","₱ 2,730,000",https://www.lamudi.com.ph/bernwood-centrale-167550854317.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Pre Selling Studio Condominium for sale in Jaro, Iloilo City","Jaro, Iloilo","₱ 2,730,000",https://www.lamudi.com.ph/pre-selling-condominium-in-iloilo-city-167546595729.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"For Sale: Studio Condo Unit at Bernwood Centrale in Jaro, Iloilo City","Jaro, Iloilo",Contact agent for price,https://www.lamudi.com.ph/for-sale-studio-condo-unit-at-bernwood-centrale-in-168181266349.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"For Sale: 2 Bedroom Condo Unit at Bernwood Centrale in Jaro, Iloilo City","Jaro, Iloilo",Contact agent for price,https://www.lamudi.com.ph/for-sale-2-bedroom-condo-unit-at-bernwood-centrale-168181341955.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"For Sale 2 Bedrooms Condominium near CPU Jaro, Bernwood Centrale - Iloilo","Jaro, Iloilo","₱ 9,768,073",https://www.lamudi.com.ph/for-sale-2-bedrooms-condominium-near-cpu-jaro-bern-167871427135.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Pre-selling Studio Unit For Sale at Glade Residences, Iloilo City","Jaro, Iloilo","₱ 3,278,870",https://www.lamudi.com.ph/pre-selling-studio-unit-for-sale-at-glade-residenc-168052699979.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"For Sale: 1 Bedroom Condo Unit at Bernwood Centrale in Jaro, Iloilo City","Jaro, Iloilo",Contact agent for price,https://www.lamudi.com.ph/for-sale-1-bedroom-condo-unit-at-bernwood-centrale-168181304847.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Glades Residences For Sale in Jaro, Iloilo","Jaro, Iloilo","₱ 3,096,000",https://www.lamudi.com.ph/glades-residences-167551023776.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"Pre-Selling | 1 Bedroom Unit (24.41 Sq.M.) For Sale At Glade Residences, Iloilo","Jaro, Iloilo","₱ 3,200,000",https://www.lamudi.com.ph/pre-selling-1-bedroom-unit-24-41-sq-m-for-sale-at-166996002035.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,SMDC GLADE RESIDENCES  1 Bedroom Condo in Ilo-ilo,"Jaro, Iloilo","₱ 3,100,000",https://www.lamudi.com.ph/1-bedroom-condo-in-ilo-ilo-167656023674.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
Buy,Condominium,"For Sale! Studio Condo Unit at Glade Residences in Iloilo City, Iloilo","Jaro, Iloilo",Contact agent for price,https://www.lamudi.com.ph/for-sale-studio-condo-unit-at-glade-residences-in-168507115651.html,Aklan,Malay Aklan,Boracay Newcoast,POINT (121.915286 11.987)
